"93","4","功夫沙茶鍋","160","185",NULL,"../upload/shop_id_93/menu_img/mini_04.png","美味鍋物","20230502190000"
"93","5","大漠孜然鍋","160","190",NULL,"../upload/shop_id_93/menu_img/mini_05.png","美味鍋物","20230502190000"
"93","6","起司奶奶鍋","180","205",NULL,"../upload/shop_id_93/menu_img/mini_06.png","美味鍋物","20230502190000"
"93","7","小紅番茄鍋","160","190",NULL,"../upload/shop_id_93/menu_img/mini_07.png","美味鍋物","20230502190000"
"93","8","銷魂香辣鍋","190","220",NULL,"../upload/shop_id_93/menu_img/mini_08.png","美味鍋物","20230502190000"
"93","9","剝皮辣椒鍋","175","210",NULL,"../upload/shop_id_93/menu_img/mini_09.png","美味鍋物","20230502190000"
"93","10","鮮菇蔬食鍋","155","180",NULL,"../upload/shop_id_93/menu_img/mini_10.png","美味鍋物","20230502190000"
"93","11","阿甘紅茶","20","25",NULL,"../upload/shop_id_93/menu_img/mini_11.png","飲料","20230502190000"
"93","12","金閃楊桃冰沙","39","49",NULL,"../upload/shop_id_93/menu_img/mini_12.png","飲料","20230502190000"
"93","13","一口酥油條","19","29",NULL,"../upload/shop_id_93/menu_img/mini_13.png","單點","20230502190000"
"93","14","白飯","15","25",NULL,"../upload/shop_id_93/menu_img/mini_14.png","副食","20230502190000"
"93","15","銷魂滷肉飯","30","40",NULL,"../upload/shop_id_93/menu_img/mini_15.png","副食","20230502190000"
"93","16","韓國泡麵","35","45",NULL,"../upload/shop_id_93/menu_img/mini_16.png","副食","20230502190000"
"93","17","滷香烏龍麵","35","50",NULL,"../upload/shop_id_93/menu_img/mini_17.png","副食","20230502190000"
"93","18","沙茶醬料包","10","10",NULL,"../upload/shop_id_93/menu_img/mini_18.png","單點","20230502190000"
"93","19","MINI麻辣滷味","49","59",NULL,"../upload/shop_id_93/menu_img/mini_19.png","單點","20230502190000"
"62","1","甜辣洋釀炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_05.png","炸雞","20230502190000"
"62","2","NENE 原味炸雞","309","409",NULL,"../upload/shop_id_62/menu_img/ne_04.png","炸雞","20230502190000"
"62","3","蜂蜜蒜脆薯炸雞","409","509",NULL,"../upload/shop_id_62/menu_img/ne_03.png","炸雞","20230502190000"
"62","4","初雪起士炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_06.png","炸雞","20230502190000"
"62","5","神奇辣起士炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_07.png","炸雞","20230502190000"
"62","6","奶油優格炸雞","409","509",NULL,"../upload/shop_id_62/menu_img/ne_08.png","炸雞","20230502190000"
"62","7","辣炒年糕風味炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_09.png","炸雞","20230502190000"
"62","8","青陽美乃滋炸雞","409","509",NULL,"../upload/shop_id_62/menu_img/ne_02.png","炸雞","20230502190000"
"62","9","甜辣洋釀無骨炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_05.png","無骨炸雞","20230502190000"
"62","10","初雪起士無骨炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_06.png","無骨炸雞","20230502190000"
"62","11","青陽美乃滋無骨炸雞","409","509",NULL,"../upload/shop_id_62/menu_img/ne_02.png","無骨炸雞","20230502190000"
"62","12","NENE 原味無骨炸雞","309","409",NULL,"../upload/shop_id_62/menu_img/ne_04.png","無骨炸雞","20230502190000"
"62","13","奶油優格無骨炸雞","409","509",NULL,"../upload/shop_id_62/menu_img/ne_08.png","無骨炸雞","20230502190000"
"62","14","神奇辣起士無骨炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_07.png","無骨炸雞","20230502190000"
"62","15","辣炒年糕風味無骨炸雞","379","479",NULL,"../upload/shop_id_62/menu_img/ne_09.png","無骨炸雞","20230502190000"
"62","16","半半半口味炸雞","910",NULL,NULL,"../upload/shop_id_62/menu_img/ne_12.png","炸雞(多口味)","20230502190000"
"62","17","半半口味炸雞","579",NULL,NULL,"../upload/shop_id_62/menu_img/ne_11.png","炸雞(多口味)","20230502190000"
"62","18","NeNe洋蔥圈","89",NULL,NULL,"../upload/shop_id_62/menu_img/ne_17.png","韓國小食","20230502190000"
"62","19","辣起士薯條","80",NULL,NULL,"../upload/shop_id_62/menu_img/ne_19.png","韓國小食","20230502190000"
"62","20","初雪薯條","80",NULL,NULL,"../upload/shop_id_62/menu_img/ne_20.png","韓國小食","20230502190000"
"62","21","韓式拳頭飯","90",NULL,NULL,"../upload/shop_id_62/menu_img/ne_18.png","韓國小食","20230502190000"
"62","22","韓式黑糖煎餅","35",NULL,NULL,"../upload/shop_id_62/menu_img/ne_21.png","韓國小食","20230502190000"
"62","23","NeNe辣炒年糕","99",NULL,NULL,"../upload/shop_id_62/menu_img/ne_23.png","韓國小食","20230502190000"
"62","24","NENE QQ球","79",NULL,NULL,"../upload/shop_id_62/menu_img/ne_24.png","韓國小食","20230502190000"
"62","25","NENE POP","99",NULL,NULL,"../upload/shop_id_62/menu_img/ne_22.png","韓國小食","20230502190000"
